region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R1;А2;БС0608;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;29.04.2022;18.07.2022;18.05.2022;06.08.2022;06.07.2022;05.09.2022;12.10.2022;10.11.2022;29.07.2022;20.11.2022;12.10.2022;20.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0603;2100;4G;Модернизация;Въезд2;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;23.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0941;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;21.05.2022;05.09.2022;;10.11.2022;09.06.2022;20.11.2022;;31.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0508;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;29.03.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;26.04.2022;18.07.2022;17.05.2022;06.08.2022;03.07.2022;05.09.2022;27.06.2022;10.11.2022;21.07.2022;20.11.2022;27.06.2022;12.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0259;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;22.04.2022;18.07.2022;04.05.2022;06.08.2022;01.06.2022;05.09.2022;05.10.2022;10.11.2022;30.06.2022;20.11.2022;05.10.2022;15.06.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0124;1800;2G;Строительство;Въезд;ПО33;17.08.2022;28.01.2022;26.09.2022;17.02.2022;22.08.2022;07.02.2022;22.05.2022;01.02.2022;05.06.2022;31.03.2022;01.10.2022;25.08.2022;26.09.2022;19.05.2022;01.10.2022;12.10.2022;06.10.2022;18.07.2022;27.10.2022;25.08.2022;17.10.2022;26.08.2022;27.10.2022;12.10.2022;;25.08.2022;10.11.2022;25.08.2022
R1;А2;БС0124;1800;4G;Строительство;1;ПО33;17.08.2022;28.01.2022;26.09.2022;17.02.2022;22.08.2022;07.02.2022;22.05.2022;01.02.2022;05.06.2022;31.03.2022;01.10.2022;25.08.2022;26.09.2022;19.05.2022;01.10.2022;12.10.2022;06.10.2022;18.07.2022;27.10.2022;25.08.2022;17.10.2022;26.08.2022;27.10.2022;12.10.2022;;25.08.2022;10.11.2022;25.08.2022
R1;А2;БС0615;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;25.04.2022;02.07.2022;26.04.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;27.04.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;26.05.2022;20.11.2022;;23.05.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0616;2100;4G;Модернизация;Въезд;ПО23;17.06.2022;25.04.2022;02.07.2022;26.04.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;27.04.2022;02.07.2022;23.06.2022;18.07.2022;29.09.2022;06.08.2022;01.07.2022;05.09.2022;29.09.2022;10.11.2022;09.09.2022;20.11.2022;29.09.2022;24.08.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0257;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;22.04.2022;18.07.2022;04.05.2022;06.08.2022;02.06.2022;05.09.2022;05.10.2022;10.11.2022;30.06.2022;20.11.2022;05.10.2022;27.06.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС2350;2100;4G;Модернизация;Въезд;ПО37;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;30.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;25.05.2022;31.08.2022;05.12.2022;31.08.2022
R1;А2;БС0938;2100;4G;Модернизация;Въезд;ПО37;22.06.2022;21.03.2022;07.07.2022;22.03.2022;06.07.2022;06.04.2022;20.07.2022;;03.08.2022;;27.07.2022;23.03.2022;07.07.2022;16.05.2022;23.07.2022;30.05.2022;11.08.2022;22.09.2022;10.09.2022;;15.11.2022;;25.11.2022;;;27.10.2022;05.12.2022;17.10.2022
R1;А2;БС0061;1800;2G;Модернизация;Въезд;ПО37;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;12.10.2022;12.07.2022;24.08.2022;15.11.2022;24.08.2022
R1;А2;БС0061;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;12.10.2022;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС1262;2100;4G;Модернизация;Въезд;ПО34;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;15.04.2022;15.06.2022;;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;30.06.2022;21.10.2022;;23.06.2022;01.08.2022;31.10.2022;01.08.2022
R1;А2;БС0095;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;19.04.2022;03.07.2022;04.05.2022;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;29.08.2022;15.11.2022;29.08.2022
R1;А2;БС0095;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;19.04.2022;18.07.2022;04.05.2022;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;28.04.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС1909;2100;4G;Модернизация;Въезд;ПО33;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;11.05.2022;08.08.2022;05.12.2022;08.08.2022
R1;А2;БС0620;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;21.03.2022;07.07.2022;22.03.2022;06.07.2022;29.03.2022;20.07.2022;;03.08.2022;;27.07.2022;23.03.2022;07.07.2022;23.06.2022;23.07.2022;19.07.2022;11.08.2022;13.09.2022;10.09.2022;;15.11.2022;26.08.2022;25.11.2022;;16.08.2022;27.10.2022;05.12.2022;
R1;А2;БС0607;2100;4G;Модернизация;Въезд2;ПО2;02.05.2022;28.03.2022;17.05.2022;29.03.2022;16.05.2022;24.03.2022;30.05.2022;;13.06.2022;;06.06.2022;30.03.2022;17.05.2022;23.06.2022;02.06.2022;;21.06.2022;01.07.2022;21.07.2022;;25.09.2022;21.04.2022;05.10.2022;;28.04.2022;18.07.2022;15.10.2022;18.07.2022
R1;А2;БС0609;2100;4G;Модернизация;Въезд2;ПО34;18.05.2022;28.03.2022;02.06.2022;29.03.2022;01.06.2022;24.03.2022;15.06.2022;;29.06.2022;;22.06.2022;30.03.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;21.04.2022;21.10.2022;;28.04.2022;01.08.2022;31.10.2022;01.08.2022
R1;А2;БС0258;2100;4G;Модернизация;Въезд;ПО23;22.06.2022;04.04.2022;07.07.2022;05.04.2022;06.07.2022;11.04.2022;20.07.2022;;03.08.2022;;27.07.2022;06.04.2022;07.07.2022;14.06.2022;23.07.2022;30.06.2022;11.08.2022;30.05.2022;10.09.2022;;15.11.2022;20.05.2022;25.11.2022;;19.05.2022;16.06.2022;05.12.2022;16.06.2022
R1;А2;БС1543;2100;4G;Модернизация;Въезд;ПО23;17.05.2022;21.03.2022;01.06.2022;22.03.2022;31.05.2022;06.04.2022;14.06.2022;;28.06.2022;;21.06.2022;23.03.2022;01.06.2022;06.05.2022;17.06.2022;26.05.2022;06.07.2022;17.06.2022;05.08.2022;13.10.2022;10.10.2022;09.06.2022;20.10.2022;13.10.2022;01.06.2022;16.06.2022;30.10.2022;16.06.2022
R1;А2;БС1266;2100;4G;Модернизация;Въезд;ПО23;17.05.2022;21.03.2022;01.06.2022;22.03.2022;31.05.2022;05.04.2022;14.06.2022;;28.06.2022;;21.06.2022;23.03.2022;01.06.2022;26.04.2022;17.06.2022;31.05.2022;06.07.2022;17.06.2022;05.08.2022;;10.10.2022;09.06.2022;20.10.2022;;01.06.2022;16.06.2022;30.10.2022;16.06.2022
R1;А2;БС1989;2100;4G;Модернизация;Въезд;ПО37;22.06.2022;07.06.2022;07.07.2022;07.06.2022;06.07.2022;24.05.2022;20.07.2022;;03.08.2022;;27.07.2022;08.06.2022;07.07.2022;07.06.2022;23.07.2022;29.06.2022;11.08.2022;15.07.2022;10.09.2022;;15.11.2022;26.08.2022;25.11.2022;;09.08.2022;15.08.2022;05.12.2022;15.08.2022
R1;А2;БС0959;2100;4G;Модернизация;Въезд;ПО37;02.07.2022;21.03.2022;17.07.2022;22.03.2022;16.07.2022;22.04.2022;30.07.2022;;13.08.2022;;06.08.2022;23.03.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;01.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;06.08.2022;08.09.2022;15.12.2022;08.09.2022
R1;А2;БС0098;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;24.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;28.04.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0125;1800;2G;Строительство;Въезд;ПО23;13.11.2021;01.02.2021;18.01.2022;03.03.2021;27.11.2021;03.02.2021;11.12.2021;01.02.2021;25.12.2021;24.02.2021;03.04.2022;24.06.2021;18.01.2022;12.03.2021;15.02.2022;;08.03.2022;11.08.2021;02.06.2022;;08.05.2022;06.05.2021;18.05.2022;;;10.11.2022;30.07.2022;
R1;А2;БС0125;1800;4G;Строительство;1;ПО23;13.11.2021;01.02.2021;18.01.2022;03.03.2021;27.11.2021;03.02.2021;11.12.2021;17.12.2020;25.12.2021;24.02.2021;03.04.2022;24.06.2021;18.01.2022;12.03.2021;15.02.2022;;08.03.2022;11.08.2021;02.06.2022;;08.05.2022;06.05.2021;18.05.2022;;;10.11.2022;30.07.2022;
R1;А2;БС0104;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;24.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;01.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;25.08.2022;15.11.2022;25.08.2022
R1;А2;БС0104;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;24.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;01.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;12.07.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0521;2100;4G;Модернизация;Въезд;ПО34;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;30.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;27.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0091;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;24.03.2022;30.06.2022;05.10.2020;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;24.08.2022;15.11.2022;24.08.2022
R1;А2;БС0091;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;24.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0255;2100;4G;Модернизация;Въезд;ПО27;22.06.2022;03.05.2022;07.07.2022;04.05.2022;06.07.2022;11.05.2022;20.07.2022;;03.08.2022;;27.07.2022;05.05.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;21.05.2022;10.09.2022;;15.11.2022;12.08.2022;25.11.2022;;29.07.2022;31.08.2022;05.12.2022;31.08.2022
R1;А2;БС1977;2100;4G;Модернизация;Въезд;ПО37;02.07.2022;11.04.2022;17.07.2022;12.04.2022;16.07.2022;24.04.2022;30.07.2022;;13.08.2022;;06.08.2022;13.04.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;01.07.2022;20.09.2022;;25.11.2022;30.06.2022;05.12.2022;;21.06.2022;08.09.2022;15.12.2022;08.09.2022
R1;А2;БС0925;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;24.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС1929;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;11.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;18.05.2022;18.07.2022;23.05.2022;06.08.2022;02.06.2022;05.09.2022;17.10.2022;10.11.2022;09.06.2022;20.11.2022;17.10.2022;27.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС1287;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;21.06.2022;18.07.2022;01.07.2022;06.08.2022;07.07.2022;05.09.2022;13.10.2022;10.11.2022;30.06.2022;20.11.2022;13.10.2022;23.06.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС2351;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;24.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0126;1800;2G;Строительство;Въезд;ПО33;18.07.2022;11.02.2022;27.08.2022;17.02.2022;23.07.2022;11.02.2022;22.04.2022;01.02.2022;06.05.2022;31.03.2022;01.09.2022;25.08.2022;27.08.2022;24.05.2022;01.09.2022;26.07.2022;06.09.2022;21.06.2022;27.09.2022;25.08.2022;17.09.2022;26.08.2022;27.09.2022;;;25.08.2022;11.10.2022;25.08.2022
R1;А2;БС0126;1800;4G;Строительство;1;ПО33;18.07.2022;11.02.2022;27.08.2022;17.02.2022;23.07.2022;11.02.2022;22.04.2022;01.02.2022;06.05.2022;31.03.2022;01.09.2022;25.08.2022;27.08.2022;24.05.2022;01.09.2022;26.07.2022;06.09.2022;21.06.2022;27.09.2022;25.08.2022;17.09.2022;26.08.2022;27.09.2022;;;25.08.2022;11.10.2022;25.08.2022
R1;А2;БС0131;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;11.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0089;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;11.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС2345;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;11.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС2346;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;03.04.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;28.04.2022;18.07.2022;05.12.2022;18.07.2022
R1;А2;БС2348;2100;4G;Модернизация;Въезд;ПО33;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;27.06.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;25.05.2022;02.06.2022;05.12.2022;02.06.2022
R1;А2;БС2349;2100;4G;Модернизация;Въезд;ПО37;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;24.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;25.05.2022;31.08.2022;05.12.2022;31.08.2022
R1;А2;БС1250;2100;4G;Модернизация;Въезд;ПО27;02.07.2022;03.05.2022;17.07.2022;04.05.2022;16.07.2022;16.05.2022;30.07.2022;;13.08.2022;;06.08.2022;05.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;15.08.2022;08.09.2022;15.12.2022;08.09.2022
R1;А2;БС0111;1800;4G;Строительство;1;ПО37;06.10.2022;08.06.2022;15.11.2022;23.06.2022;11.10.2022;20.06.2022;11.07.2022;05.10.2020;25.07.2022;13.07.2022;20.11.2022;;15.11.2022;;20.11.2022;;25.11.2022;28.09.2022;16.12.2022;;06.12.2022;;22.11.2022;;;31.10.2022;30.12.2022;
R1;А2;БС0111;1800;2G;Строительство;Въезд;ПО37;06.10.2022;08.06.2022;15.11.2022;23.06.2022;11.10.2022;20.06.2022;11.07.2022;;25.07.2022;;20.11.2022;;15.11.2022;;20.11.2022;;25.11.2022;28.09.2022;16.12.2022;;06.12.2022;;16.12.2022;;;31.10.2022;30.12.2022;
R1;А2;БС0618;2100;4G;Модернизация;Въезд;ПО34;22.06.2022;21.03.2022;07.07.2022;22.03.2022;06.07.2022;06.04.2022;20.07.2022;;03.08.2022;;27.07.2022;23.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;24.06.2022;10.09.2022;;15.11.2022;26.08.2022;25.11.2022;;11.08.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0147;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;30.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;01.08.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0088;1800;2G;Строительство;Въезд;ПО21;22.11.2021;13.04.2022;12.12.2021;26.08.2021;27.11.2021;18.04.2022;05.10.2021;05.10.2020;19.10.2021;15.02.2021;12.11.2021;19.05.2022;17.12.2021;15.11.2021;01.01.2022;08.07.2022;11.01.2022;13.12.2021;12.03.2022;26.09.2022;02.03.2022;16.12.2021;12.03.2022;09.12.2021;;10.07.2022;11.04.2022;10.07.2022
R1;А2;БС0088;1800;4G;Строительство;1;ПО21;22.11.2021;13.04.2022;12.12.2021;26.08.2021;27.11.2021;18.04.2022;05.10.2021;05.10.2020;19.10.2021;15.02.2021;12.11.2021;19.05.2022;17.12.2021;15.11.2021;01.01.2022;08.07.2022;11.01.2022;13.12.2021;12.03.2022;26.09.2022;02.03.2022;16.12.2021;12.03.2022;09.12.2021;;10.07.2022;11.04.2022;10.07.2022
R1;А2;БС0067;2100;4G;Модернизация;Въезд;ПО37;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;03.04.2022;20.07.2022;23.11.2021;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.05.2022;23.07.2022;21.06.2022;11.08.2022;23.05.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;25.05.2022;31.08.2022;05.12.2022;31.08.2022
R1;А2;БС1233;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;25.04.2022;02.07.2022;26.04.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;27.04.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;09.06.2022;20.11.2022;;05.06.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0090;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;05.10.2020;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;11.05.2022;29.08.2022;15.11.2022;29.08.2022
R1;А2;БС0090;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;11.05.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0614;900;2G;Модернизация;Въезд;ПО33;02.06.2022;21.03.2022;17.06.2022;07.06.2022;16.06.2022;26.05.2022;30.06.2022;;14.07.2022;;07.07.2022;08.06.2022;17.06.2022;14.06.2022;03.07.2022;27.06.2022;22.07.2022;05.09.2022;21.08.2022;12.10.2022;26.10.2022;02.09.2022;05.11.2022;12.10.2022;31.08.2022;31.08.2022;15.11.2022;31.08.2022
R1;А2;БС0614;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;11.05.2022;18.07.2022;27.06.2022;06.08.2022;05.09.2022;05.09.2022;12.10.2022;10.11.2022;02.09.2022;20.11.2022;12.10.2022;31.08.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0096;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;11.05.2022;15.07.2022;20.12.2021;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;25.05.2022;18.07.2022;28.09.2022;06.08.2022;02.09.2022;05.09.2022;12.10.2022;10.11.2022;24.03.2022;20.11.2022;12.10.2022;03.08.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0106;1800;2G;Строительство;Въезд;ПО2;06.10.2022;28.09.2022;15.11.2022;23.06.2022;11.10.2022;03.10.2022;11.07.2022;;25.07.2022;;20.11.2022;;15.11.2022;02.09.2022;20.11.2022;;25.11.2022;28.09.2022;16.12.2022;;06.12.2022;;16.12.2022;;;25.11.2022;30.12.2022;
R1;А2;БС0106;1800;4G;Строительство;1;ПО2;06.10.2022;28.09.2022;15.11.2022;23.06.2022;11.10.2022;03.10.2022;11.07.2022;01.02.2021;25.07.2022;24.02.2021;20.11.2022;;15.11.2022;04.06.2021;20.11.2022;;25.11.2022;23.06.2021;16.12.2022;;06.12.2022;06.05.2021;16.12.2022;;;25.11.2022;30.12.2022;
R1;А2;БС1291;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0108;1800;4G;Строительство;1;ПО37;07.10.2022;;16.11.2022;04.03.2022;12.10.2022;;12.07.2022;01.02.2021;26.07.2022;08.02.2022;21.11.2022;;16.11.2022;;21.11.2022;;26.11.2022;;17.12.2022;;07.12.2022;;17.12.2022;;;15.11.2022;31.12.2022;
R1;А2;БС0108;1800;2G;Строительство;Въезд;ПО37;07.10.2022;;16.11.2022;17.05.2022;12.10.2022;;12.07.2022;01.02.2022;26.07.2022;31.03.2022;21.11.2022;;16.11.2022;;21.11.2022;;26.11.2022;;17.12.2022;;07.12.2022;;17.12.2022;;;15.11.2022;31.12.2022;
